"type","longitude","latitude"
"Hospital",-9.1419407,38.7085526
"Hospital",-9.1150407,38.7679155
"Hospital",-9.115112,38.7679234
"Hospital",-9.1142636,38.7683059
"Hospital",-9.1143038,38.7683608
"Hospital",-9.1143736,38.7684146
"Hospital",-9.1149043,38.7685191
"Hospital",-9.1149685,38.7685274
"Hospital",-9.1150165,38.768417
"Hospital",-9.1145834,38.7678474
"Hospital",-9.1145174,38.7678526
"Hospital",-9.1144456,38.7678652
"Hospital",-9.1143849,38.7678853
"Hospital",-9.1143249,38.7679133
"Hospital",-9.1470191,38.7325817
"Hospital",-9.1469421,38.7328558
"Hospital",-9.1469578,38.7328688
"Hospital",-9.1471427,38.7323968
"Hospital",-9.1472237,38.7321633
"Hospital",-9.1472322,38.7321578
"Hospital",-9.1472439,38.7321524
"Hospital",-9.1472599,38.7321493
"Hospital",-9.1472146,38.732172
"Hospital",-9.1472709,38.7321501
"Hospital",-9.174564,38.7029281
"Hospital",-9.1743185,38.7028772
"Hospital",-9.1744448,38.7035115
"Hospital",-9.1730377,38.703172
"Hospital",-9.1741894,38.7038705
"Hospital",-9.1744056,38.7036434
"Hospital",-9.1744279,38.7035682
"Hospital",-9.1728175,38.7032357
"Hospital",-9.1742311,38.7038784
"Hospital",-9.1742358,38.7038623
"Hospital",-9.1742522,38.7038653
"Hospital",-9.1742794,38.7037729
"Hospital",-9.2181411,38.7753216
"Hospital",-9.2181855,38.7753174
"Hospital",-9.2199754,38.7753267
"Hospital",-9.2199549,38.7751931
"Hospital",-9.2200034,38.775506
"Hospital",-9.2181729,38.7756815
"Hospital",-9.2197939,38.7753825
"Hospital",-9.2196167,38.7753992
"Hospital",-9.2196343,38.7755128
"Hospital",-9.2198115,38.7754961
"Hospital",-9.2194288,38.775417
"Hospital",-9.2192514,38.7754339
"Hospital",-9.2192655,38.775524
"Hospital",-9.2194429,38.7755071
"Hospital",-9.2187035,38.7754868
"Hospital",-9.2187208,38.7756
"Hospital",-9.2188975,38.7755836
"Hospital",-9.2188802,38.7754704
"Hospital",-9.2183372,38.7755221
"Hospital",-9.218351,38.7756115
"Hospital",-9.2185282,38.7755949
"Hospital",-9.2185144,38.7755055
"Hospital",-9.168661,38.7056593
"Hospital",-9.1688342,38.7056519
"Hospital",-9.1686576,38.7056212
"Hospital",-9.1688306,38.7056118
"Hospital",-9.1685217,38.705169
"Hospital",-9.2220488,38.6941214
"Hospital",-9.221364,38.6937548
"Hospital",-9.2220451,38.6940445
"Hospital",-9.2220735,38.6940358
"Hospital",-9.2220746,38.6941217
"Hospital",-9.2220207,38.6941212
"Hospital",-9.2219727,38.694118
"Hospital",-9.2219214,38.6941128
"Hospital",-9.2218668,38.6941034
"Hospital",-9.2217987,38.6940882
"Hospital",-9.221737,38.6940675
"Hospital",-9.2216757,38.6940421
"Hospital",-9.221621,38.6940147
"Hospital",-9.2215727,38.6939853
"Hospital",-9.2215355,38.6939587
"Hospital",-9.2214966,38.6939267
"Hospital",-9.2214564,38.6938872
"Hospital",-9.2214229,38.6938487
"Hospital",-9.221394,38.6938085
"Hospital",-9.2213675,38.6937627
"Hospital",-9.2213421,38.6937069
"Hospital",-9.221327,38.6936588
"Hospital",-9.2213189,38.6936172
"Hospital",-9.2213136,38.6935708
"Hospital",-9.2213142,38.6935305
"Hospital",-9.2213166,38.6934926
"Hospital",-9.2213236,38.6934533
"Hospital",-9.2213343,38.693413
"Hospital",-9.2213521,38.6933691
"Hospital",-9.193112,38.7558838
"Hospital",-9.1924301,38.755495
"Hospital",-9.1924201,38.7555061
"Hospital",-9.2340276,38.7275123
"Hospital",-9.2340571,38.7275143
"Hospital",-9.2340906,38.7275117
"Hospital",-9.2341174,38.7275044
"Hospital",-9.2341825,38.7274563
"Hospital",-9.2305704,38.7283235
"Hospital",-9.2303666,38.728267
"Hospital",-9.2302942,38.7283926
"Hospital",-9.2301547,38.728357
"Hospital",-9.2300968,38.7290023
"Hospital",-9.2297725,38.7286635
"Hospital",-9.2297725,38.7285756
"Hospital",-9.2305687,38.7284715
"Hospital",-9.2305677,38.7283721
"Hospital",-9.230602,38.7283869
"Hospital",-9.1614683,38.7476841
"Hospital",-9.1618892,38.7473338
"Hospital",-9.1610581,38.7476653
"Hospital",-9.2339356,38.7259884
"Hospital",-9.1459157,38.7236892
"Hospital",-9.1791368,38.7495515
"Hospital",-9.1792039,38.7495557
"Hospital",-9.1794872,38.7495758
"Hospital",-9.1796548,38.7495904
"Hospital",-9.1779754,38.749051
"Hospital",-9.1780847,38.749056
"Hospital",-9.1787181,38.7490884
"Hospital",-9.1785192,38.7490824
"Hospital",-9.1783161,38.7490719
"Hospital",-9.1763024,38.7488115
"Hospital",-9.1764982,38.7488528
"Hospital",-9.1767812,38.7489061
"Hospital",-9.1769958,38.7489438
"Hospital",-9.1772948,38.7489893
"Hospital",-9.1774665,38.7490128
"Hospital",-9.150671,38.7124574
"Hospital",-9.1524219,38.7400899
"Hospital",-9.1759817,38.746864
"Hospital",-9.1133227,38.7751447
"Hospital",-9.0969209,38.7640846
"Hospital",-9.0968396,38.7640782
"Hospital",-9.1479952,38.7324217
"Hospital",-9.1480052,38.7324436
"Hospital",-9.148003,38.7324319
"Hospital",-9.1480014,38.7324552
"Hospital",-9.1476074,38.7331009
"Hospital",-9.1472089,38.7321814
"Hospital",-9.1448432,38.7245528
"Hospital",-9.1448603,38.7245445
"Hospital",-9.1583954,38.7345555
"Hospital",-9.1586607,38.7340659
"Hospital",-9.1585599,38.7343411
"Hospital",-9.1584411,38.7344193
"Hospital",-9.1581208,38.7340565
"Hospital",-9.1581105,38.7340416
"Hospital",-9.1869416,38.6996069
"Hospital",-9.1876199,38.7005129
"Hospital",-9.1875292,38.7002907
"Hospital",-9.151004,38.7127251
"Hospital",-9.1509946,38.7125754
"Hospital",-9.1578001,38.7344272
"Hospital",-9.1575367,38.7343704
"Hospital",-9.157499,38.73432
"Hospital",-9.1434977,38.7230247
"Hospital",-9.1613425,38.7238631
"Hospital",-9.145958,38.7567803
"Hospital",-9.1321618,38.7332915
"Hospital",-9.1321862,38.7332302
"Hospital",-9.1321287,38.733231
"Hospital",-9.1675263,38.7063191
"Hospital",-9.1913238,38.7562765
"Hospital",-9.1908527,38.756074
"Hospital",-9.1907763,38.7560335
"Hospital",-9.190781,38.7560282
"Hospital",-9.1913519,38.7562416
"Hospital",-9.1928475,38.7570116
"Hospital",-9.1928661,38.7569905
"Hospital",-9.1936076,38.7571223
"Hospital",-9.1935445,38.7570879
"Hospital",-9.1936342,38.7571368
"Hospital",-9.1935909,38.7571891
"Hospital",-9.1935862,38.757198
"Hospital",-9.1935839,38.7572079
"Hospital",-9.1935825,38.7572213
"Hospital",-9.1935859,38.7572838
"Hospital",-9.1936124,38.7572827
"Hospital",-9.1936298,38.7572817
"Hospital",-9.1936519,38.7572791
"Hospital",-9.1936804,38.7572733
"Hospital",-9.193715,38.7572641
"Hospital",-9.1937425,38.757254
"Hospital",-9.1937773,38.7572375
"Hospital",-9.1938008,38.7572236
"Hospital",-9.1938296,38.7572022
"Hospital",-9.1938554,38.7571773
"Hospital",-9.1938719,38.7571572
"Hospital",-9.1939788,38.7570105
"Hospital",-9.1940321,38.7569352
"Hospital",-9.1940605,38.7568917
"Hospital",-9.1375638,38.7167068
"Police Station",-9.1630614,38.7972141
"Police Station",-9.1627914,38.797048
"Police Station",-9.163636,38.796697
"Police Station",-9.163372,38.7965246
"Police Station",-9.1658267,38.7981675
"Police Station",-9.2024302,38.7068609
"Police Station",-9.1995777,38.7070219
"Police Station",-9.202224,38.7069608
"Police Station",-9.1618993,38.7360468
"Police Station",-9.150485,38.7667118
"Police Station",-9.1616757,38.7359863
"Police Station",-9.1620827,38.7361046
"Police Station",-9.1633581,38.7365066
"Police Station",-9.1642244,38.7354982
"Police Station",-9.1631267,38.7352921
"Police Station",-9.1630161,38.735204
"Police Station",-9.1624573,38.7355846
"Police Station",-9.2060852,38.7332716
"Police Station",-9.1678669,38.715194
"Police Station",-9.218637,38.7427203
"Police Station",-9.1497311,38.7670339
"Police Station",-9.2303991,38.7524513
"Police Station",-9.1469986,38.7113068
"Police Station",-9.158468,38.7333555
"Police Station",-9.1583287,38.7331982
"Police Station",-9.1591018,38.7327859
"Police Station",-9.1592386,38.7329403
"Police Station",-9.2330107,38.8012396
"Police Station",-9.1475616,38.7085052
"Police Station",-9.1472573,38.7084385
"Police Station",-9.1475257,38.7083435
"Police Station",-9.1472955,38.7082919
"Police Station",-9.1251558,38.7127268
"Police Station",-9.1250559,38.712872
"Police Station",-9.1249158,38.7129036
"Police Station",-9.1248243,38.7128485
"Police Station",-9.1251144,38.712858
"Police Station",-9.124989,38.7128945
"Police Station",-9.1250228,38.7128846
"Police Station",-9.1248196,38.7128785
"Police Station",-9.1250942,38.7128545
"Police Station",-9.151781,38.73787
"Police Station",-9.151569,38.7378303
"Police Station",-9.15184,38.7378204
"Police Station",-9.1515865,38.7379379
"Police Station",-9.1516476,38.7379822
"Police Station",-9.1516867,38.7377313
"Police Station",-9.1517007,38.7377196
"Police Station",-9.1516472,38.7378869
"Police Station",-9.1517507,38.7378955
"Police Station",-9.1516807,38.7379544
"Police Station",-9.1646253,38.7039477
"Police Station",-9.1637643,38.7039754
"Police Station",-9.1637654,38.7040009
"Police Station",-9.163758,38.703901
"Police Station",-9.1641432,38.7039953
"Police Station",-9.1641305,38.7038953
"Police Station",-9.16413,38.703966
"Police Station",-9.1646381,38.7038953
"Police Station",-9.1987619,38.7464064
"Police Station",-9.1990838,38.7455069
"Police Station",-9.1992823,38.7455027
"Police Station",-9.198955,38.745555
"Police Station",-9.1992393,38.7455006
"Police Station",-9.1988826,38.7456554
"Police Station",-9.1991884,38.7464692
"Police Station",-9.199014,38.7455257
"Police Station",-9.1987834,38.7460466
"Police Station",-9.1989041,38.7456073
"Police Station",-9.1991937,38.7454985
"Police Station",-9.1991482,38.7454943
"Police Station",-9.1735161,38.7020873
"Police Station",-9.1731318,38.7019881
"Police Station",-9.1735792,38.7019053
"Police Station",-9.173392,38.7021096
"Police Station",-9.1732635,38.7018636
"Police Station",-9.1733718,38.7017824
"Police Station",-9.1732564,38.7020423
"Police Station",-9.1734293,38.7018338
"Police Station",-9.1737043,38.701959
"Police Station",-9.1733891,38.7020984
"Police Station",-9.1729823,38.7019162
"Police Station",-9.1735128,38.7020763
"Police Station",-9.1732349,38.7019695
"Police Station",-9.1736827,38.7018865
"Police Station",-9.1736008,38.7019778
"Police Station",-9.1730548,38.7021591
"Police Station",-9.1737773,38.7017708
"Police Station",-9.1731534,38.7020609
"Police Station",-9.1738496,38.7020147
"Police Station",-9.1431986,38.7292427
"Police Station",-9.1415625,38.7282267
"Police Station",-9.1414621,38.7277292
"Police Station",-9.1415707,38.7279989
"Police Station",-9.1424893,38.7280803
"Police Station",-9.1414548,38.7278658
"Police Station",-9.1423405,38.7279158
"Police Station",-9.14142,38.7297028
"Police Station",-9.1427717,38.7283925
"Police Station",-9.1421837,38.7278013
"Police Station",-9.1426709,38.728281
"Police Station",-9.1429792,38.7286218
"Police Station",-9.1417818,38.7290271
"Police Station",-9.2358113,38.7611549
"Police Station",-9.2264504,38.770359
"Police Station",-9.2113415,38.7524999
"Police Station",-9.1417495,38.7291289
"Police Station",-9.1416393,38.7293208
"Police Station",-9.1415675,38.7281103
"Police Station",-9.1415691,38.7280621
"Police Station",-9.1417227,38.7291756
"Police Station",-9.1416199,38.728227
"Police Station",-9.1415198,38.729529
"Police Station",-9.1415705,38.7280223
"Police Station",-9.1415088,38.7295481
"Police Station",-9.141902,38.7287102
"Police Station",-9.1416934,38.7292265
"Police Station",-9.1415447,38.7279985
"Police Station",-9.1415666,38.7281374
"Police Station",-9.1415643,38.7282064
"Police Station",-9.1418267,38.7289121
"Police Station",-9.1641176,38.7357066
"Police Station",-9.1633037,38.7352109
"Police Station",-9.1632526,38.7353105
"Police Station",-9.1627487,38.7353959
"Police Station",-9.164145,38.7356531
"Police Station",-9.1640858,38.7357685
"Police Station",-9.1638896,38.7361512
"Police Station",-9.164955,38.7626128
"Police Station",-9.1492373,38.7668625
"Police Station",-9.1505522,38.7669758
"Police Station",-9.1492688,38.7671945
"Police Station",-9.1564343,38.7112325
"Police Station",-9.1258802,38.7393475
"Police Station",-9.1312748,38.730112
"Police Station",-9.1374871,38.7244479
"Police Station",-9.1371265,38.724535
"Police Station",-9.1375484,38.7255024
"Police Station",-9.137731,38.7255004
"Police Station",-9.1372666,38.7260897
"Police Station",-9.1372777,38.7269001
"Police Station",-9.2017364,38.6973756
"Police Station",-9.2328358,38.7198564
"Police Station",-9.2257384,38.7119036
"Police Station",-9.213043,38.7644832
"Police Station",-9.2129136,38.7645034
"Police Station",-9.2130908,38.7645236
"Police Station",-9.213057,38.7645314
"Police Station",-9.2129713,38.7645842
"Police Station",-9.2129394,38.7645904
"Police Station",-9.2131506,38.7647022
"Police Station",-9.2130151,38.7647286
"Police Station",-9.154597,38.7231525
"Police Station",-9.1545283,38.7234188
"Police Station",-9.1548235,38.7231046
"Police Station",-9.1546462,38.7231864
"Police Station",-9.1546312,38.7231224
"Police Station",-9.1544465,38.7233624
"Police Station",-9.1546199,38.7231146
"Police Station",-9.1547157,38.7230302
"Police Station",-9.2132161,38.6924636
"Police Station",-9.2130642,38.6924903
"Police Station",-9.2132857,38.6927048
"Police Station",-9.2131819,38.6927233
"Police Station",-9.2132297,38.6927147
"Police Station",-9.2131339,38.6927317
"Police Station",-9.2131962,38.6927728
"Police Station",-9.2132441,38.6927644
"Police Station",-9.1630625,38.7032651
"Police Station",-9.1629607,38.7032861
"Police Station",-9.1629654,38.7033002
"Police Station",-9.1627438,38.7033294
"Police Station",-9.1626359,38.7033517
"Police Station",-9.1627491,38.7033449
"Police Station",-9.1630967,38.7033658
"Police Station",-9.1629863,38.7033779
"Police Station",-9.1629897,38.7033879
"Police Station",-9.1627755,38.7034214
"Police Station",-9.1627802,38.7034351
"Police Station",-9.1626718,38.7034575
"Police Station",-9.1778424,38.7044598
"Police Station",-9.1691048,38.7030901
"Police Station",-9.0950873,38.7821703
"Police Station",-9.1971921,38.7268018
"Police Station",-9.1965293,38.7263901
"Police Station",-9.1966597,38.7271932
"Police Station",-9.1965569,38.7271931
"Police Station",-9.1966745,38.7268535
"Police Station",-9.1971921,38.7268587
"Police Station",-9.1973792,38.7267419
"Police Station",-9.1973792,38.7268019
"Police Station",-9.1966608,38.7267415
"Police Station",-9.127151,38.7273156
"Police Station",-9.1277964,38.7273553
"Police Station",-9.1277494,38.7278207
"Police Station",-9.127104,38.7277811
"Police Station",-9.2136923,38.7379208
"Police Station",-9.2137125,38.7379756
"Police Station",-9.2135655,38.7381337
"Police Station",-9.2134715,38.7380474
"Police Station",-9.2134524,38.7380197
"Police Station",-9.2137614,38.7380495
"Police Station",-9.2134973,38.738036
"Police Station",-9.2137291,38.7379685
"Police Station",-9.1053377,38.7892431
"Police Station",-9.1054343,38.7902914
"Police Station",-9.1055418,38.7901518
"Police Station",-9.1054292,38.7895204
"Police Station",-9.1055097,38.7902856
"Police Station",-9.1052866,38.7894217
"Police Station",-9.1527676,38.7944821
"Police Station",-9.1557191,38.793671
"Police Station",-9.1573459,38.7929947
"Police Station",-9.1537842,38.7946033
"Police Station",-9.1587392,38.7920803
"Police Station",-9.1567614,38.7929203
"Police Station",-9.1523143,38.7943379
"Police Station",-9.1522699,38.7942542
"Police Station",-9.1579435,38.792164
"Police Station",-9.1551082,38.7937201
"Police Station",-9.1564124,38.7938894
"Police Station",-9.155003,38.7938644
"Police Station",-9.1585355,38.7918569
"Police Station",-9.1578676,38.7929299
"Police Station",-9.1537251,38.7944466
"Police Station",-9.158125,38.7924054
"Police Station",-9.1570723,38.7931494
"Police Station",-9.154834,38.7944215
"Police Station",-9.1143288,38.7532732
"Police Station",-9.1641389,38.7356649
"Police Station",-9.1311909,38.7297425
"Police Station",-9.1313848,38.7298231
"Police Station",-9.1312901,38.7298359
"Police Station",-9.1313106,38.7298444
"Police Station",-9.1312567,38.7298848
"Police Station",-9.1312921,38.729893
"Police Station",-9.1310661,38.7299247
"Police Station",-9.1312218,38.7299851
"Police Station",-9.1311713,38.7300731
"Police Station",-9.1041895,38.7344922
"Police Station",-9.1041371,38.7345493
"Police Station",-9.104294,38.7346601
"Police Station",-9.1045664,38.7347891
"Police Station",-9.104753,38.734807
"Police Station",-9.1045436,38.7348193
"Police Station",-9.1041833,38.7348406
"Police Station",-9.1046078,38.734999
"Police Station",-9.1637507,38.7042103
"Police Station",-9.1638351,38.7044194
"Police Station",-9.1639512,38.7044892
"Police Station",-9.1637483,38.7040477
"Police Station",-9.1647657,38.7043803
"Police Station",-9.1652619,38.7043713
"Police Station",-9.1650236,38.7043874
"Police Station",-9.099486,38.7478837
"Police Station",-9.0997559,38.7481989
"Police Station",-9.0998417,38.7482352
"Police Station",-9.0996065,38.7490115
"Police Station",-9.101138,38.7490986
"Police Station",-9.1012274,38.7491064
"Police Station",-9.1450815,38.7133105
"Police Station",-9.1449787,38.7133259
"Police Station",-9.1449121,38.7133356
"Police Station",-9.1449195,38.7133851
"Police Station",-9.1448235,38.7134033
"Police Station",-9.1448317,38.713423
"Police Station",-9.1451131,38.7134644
"Police Station",-9.1448571,38.7135124
"Police Station",-9.1030003,38.7805894
"Police Station",-9.1019676,38.7805733
"Police Station",-9.1031396,38.7805927
"Police Station",-9.1271633,38.7273542
"Police Station",-9.1273419,38.7273652
"Police Station",-9.1273985,38.7273662
"Police Station",-9.1277343,38.7273869
"Police Station",-9.1271583,38.7274041
"Police Station",-9.1273368,38.7274151
"Police Station",-9.1273934,38.727417
"Police Station",-9.1277291,38.7274377
"Police Station",-9.1271469,38.7275211
"Police Station",-9.1272746,38.727529
"Police Station",-9.1276193,38.7275467
"Police Station",-9.1277363,38.7275539
"Police Station",-9.1271378,38.7276118
"Police Station",-9.1272655,38.7276196
"Police Station",-9.1276092,38.7276463
"Police Station",-9.1277263,38.7276535
"Police Station",-9.1272684,38.7277912
"Police Station",-9.127366,38.7277972
"Police Station",-9.1272663,38.7278118
"Police Station",-9.1274934,38.727805
"Police Station",-9.1275964,38.7278113
"Police Station",-9.1273639,38.7278178
"Police Station",-9.1274918,38.7278217
"Police Station",-9.1275949,38.7278274
"Police Station",-9.1331412,38.799899
"Police Station",-9.1326783,38.7998942
"Police Station",-9.1361772,38.709383
"Police Station",-9.1178673,38.7643648
"Police Station",-9.1468575,38.749647
"Police Station",-9.1467501,38.7496822
"Police Station",-9.1467812,38.7494811
"Police Station",-9.1466116,38.7495232
"Police Station",-9.1466355,38.7496079
"Police Station",-9.1466846,38.7496983
"Police Station",-9.1202018,38.7639706
"Police Station",-9.1200334,38.7640213
"Police Station",-9.1198298,38.7640827
"Police Station",-9.1203318,38.7642329
"Police Station",-9.1201634,38.7642836
"Police Station",-9.1199962,38.7644185
"Police Station",-9.1200771,38.7645817
"Police Station",-9.1203309,38.7646214
"Police Station",-9.1201272,38.7646828
"Police Station",-9.1786508,38.7894759
"Police Station",-9.1788126,38.7894738
"Police Station",-9.1787386,38.7894109
"Police Station",-9.1787373,38.7895621
"Police Station",-9.1787771,38.7895404
"Police Station",-9.1787548,38.7895153
"Police Station",-9.1785019,38.789566
"Police Station",-9.178547,38.7896102
"Police Station",-9.1787189,38.7898019
"Police Station",-9.1788758,38.7897165
"Police Station",-9.1377377,38.7273094
"Police Station",-9.199494,38.7076481
"Police Station",-9.1994923,38.7075926
"Police Station",-9.2089143,38.7472378
"Police Station",-9.2090779,38.7471686
"Police Station",-9.1475439,38.7084024
"Police Station",-9.1372924,38.7244934
"Police Station",-9.1375025,38.7246673
"Police Station",-9.1373028,38.7270889
"Police Station",-9.1371295,38.7245689
"Police Station",-9.1371402,38.7246872
"Police Station",-9.1378835,38.7256199
"Police Station",-9.1378834,38.7256081
"Police Station",-9.1378965,38.7261493
"Police Station",-9.1377708,38.7261551
"Police Station",-9.1372736,38.7270727
"Police Station",-9.13773,38.7256108
"Police Station",-9.1377886,38.7273349
"Police Station",-9.161768,38.7359439
"Police Station",-9.1617021,38.7360233
"Police Station",-9.1617497,38.7360384
"Police Station",-9.1618469,38.7360303
"Police Station",-9.1359953,38.7178462
"Police Station",-9.1557154,38.7203125
"Police Station",-9.1545563,38.7232657
"Police Station",-9.1545098,38.7232437
"Police Station",-9.1544302,38.7233139
"Police Station",-9.1545498,38.7232713
"Police Station",-9.1548578,38.7231283
"Police Station",-9.2008936,38.7069915
"Police Station",-9.1994822,38.70731
"Police Station",-9.1505237,38.7670089
"Police Station",-9.1517471,38.7377532
"Police Station",-9.1517936,38.7377868
"Police Station",-9.1031229,38.7810115
"Police Station",-9.1019513,38.7809835
"Police Station",-9.2025108,38.7073724
"Police Station",-9.1995359,38.7081507
"Police Station",-9.1995158,38.708055
"Police Station",-9.1994749,38.7082062
"Police Station",-9.1993562,38.7082459
"Police Station",-9.199448,38.7084202
"Police Station",-9.1994487,38.7081638
"Police Station",-9.202613,38.7094719
"Police Station",-9.2031989,38.7093286
